lot_id,wafer_id,tool_id,slot,point_id,radius_mm,angle_deg,cd_nm,defect_count,measured_at
LOT-010,LOT-010-W03,PHOTO_A,9,40,142.0,90.0,45.09,3,2026-07-23 17:00:00
LOT-002,LOT-002-W01,PHOTO_B,3,6,45.0,150.0,45.569,3,2026-07-20 23:00:00
LOT-010,LOT-010-W03,PHOTO_A,9,9,45.0,240.0,45.042,2,2026-07-23 17:00:00
LOT-006,LOT-006-W05,PHOTO_C,15,36,120.0,330.0,41.451,4,2026-07-22 11:00:00
LOT-001,LOT-001-W03,PHOTO_A,9,21,85.0,240.0,44.353,3,2026-07-20 17:00:00
LOT-007,LOT-007-W02,PHOTO_A,6,42,142.0,150.0,43.771,0,2026-07-22 16:00:00
LOT-009,LOT-009-W01,PHOTO_C,3,37,142.0,0.0,41.82,6,2026-07-23 07:00:00
LOT-006,LOT-006-W02,PHOTO_C,6,40,142.0,90.0,40.5,8,2026-07-22 08:00:00
LOT-011,LOT-011-W03,PHOTO_B,9,27,120.0,60.0,46.096,4,2026-07-24 01:00:00
LOT-002,LOT-002-W04,PHOTO_B,12,29,120.0,120.0,44.528,2,2026-07-21 02:00:00
LOT-001,LOT-001-W05,PHOTO_A,15,14,85.0,30.0,45.46,3,2026-07-20 19:00:00
LOT-011,LOT-011-W01,PHOTO_B,3,8,45.0,210.0,44.934,1,2026-07-23 23:00:00
LOT-011,LOT-011-W01,PHOTO_B,3,25,120.0,0.0,45.171,0,2026-07-23 23:00:00
LOT-008,LOT-008-W03,PHOTO_B,9,43,142.0,180.0,45.946,1,2026-07-23 01:00:00
LOT-001,LOT-001-W02,PHOTO_A,6,16,85.0,90.0,44.874,2,2026-07-20 16:00:00
LOT-008,LOT-008-W03,PHOTO_B,9,39,142.0,60.0,45.259,2,2026-07-23 01:00:00
LOT-012,LOT-012-W03,PHOTO_C,9,27,120.0,60.0,41.705,8,2026-07-24 09:00:00
LOT-009,LOT-009-W03,PHOTO_C,9,38,142.0,30.0,41.488,6,2026-07-23 09:00:00
LOT-003,LOT-003-W04,PHOTO_C,12,27,120.0,60.0,44.255,2,2026-07-21 10:00:00
LOT-005,LOT-005-W01,PHOTO_B,3,28,120.0,90.0,45.142,1,2026-07-21 23:00:00
LOT-010,LOT-010-W05,PHOTO_A,15,44,142.0,210.0,43.641,0,2026-07-23 19:00:00
LOT-011,LOT-011-W01,PHOTO_B,3,4,45.0,90.0,46.082,3,2026-07-23 23:00:00
LOT-008,LOT-008-W04,PHOTO_B,12,10,45.0,270.0,44.95,3,2026-07-23 02:00:00
LOT-010,LOT-010-W01,PHOTO_A,3,41,142.0,120.0,44.888,6,2026-07-23 15:00:00
LOT-011,LOT-011-W02,PHOTO_B,6,48,142.0,330.0,45.27,0,2026-07-24 00:00:00
LOT-008,LOT-008-W03,PHOTO_B,9,4,45.0,90.0,45.577,0,2026-07-23 01:00:00
LOT-001,LOT-001-W02,PHOTO_A,6,27,120.0,60.0,45.029,1,2026-07-20 16:00:00
LOT-003,LOT-003-W02,PHOTO_C,6,46,142.0,270.0,44.309,3,2026-07-21 08:00:00
LOT-010,LOT-010-W03,PHOTO_A,9,7,45.0,180.0,45.182,3,2026-07-23 17:00:00
LOT-009,LOT-009-W03,PHOTO_C,9,37,142.0,0.0,41.585,7,2026-07-23 09:00:00
LOT-009,LOT-009-W02,PHOTO_C,6,30,120.0,150.0,41.618,5,2026-07-23 08:00:00
LOT-011,LOT-011-W01,PHOTO_B,3,15,85.0,60.0,44.383,3,2026-07-23 23:00:00
LOT-012,LOT-012-W01,PHOTO_C,3,42,142.0,150.0,41.001,7,2026-07-24 07:00:00
LOT-010,LOT-010-W04,PHOTO_A,12,20,85.0,210.0,45.508,0,2026-07-23 18:00:00
LOT-007,LOT-007-W02,PHOTO_A,6,27,120.0,60.0,44.312,2,2026-07-22 16:00:00
LOT-004,LOT-004-W01,PHOTO_A,3,43,142.0,180.0,44.089,2,2026-07-21 15:00:00
LOT-012,LOT-012-W02,PHOTO_C,6,12,45.0,330.0,44.12,3,2026-07-24 08:00:00
LOT-012,LOT-012-W02,PHOTO_C,6,47,142.0,300.0,41.11,6,2026-07-24 08:00:00
LOT-003,LOT-003-W02,PHOTO_C,6,20,85.0,210.0,44.239,1,2026-07-21 08:00:00
LOT-008,LOT-008-W05,PHOTO_B,15,19,85.0,180.0,44.782,2,2026-07-23 03:00:00
LOT-006,LOT-006-W05,PHOTO_C,15,12,45.0,330.0,44.805,2,2026-07-22 11:00:00
LOT-005,LOT-005-W01,PHOTO_B,3,47,142.0,300.0,44.884,3,2026-07-21 23:00:00
LOT-010,LOT-010-W02,PHOTO_A,6,13,85.0,0.0,44.43,2,2026-07-23 16:00:00
LOT-006,LOT-006-W01,PHOTO_C,3,24,85.0,330.0,43.655,2,2026-07-22 07:00:00
LOT-006,LOT-006-W02,PHOTO_C,6,41,142.0,120.0,41.283,6,2026-07-22 08:00:00
LOT-008,LOT-008-W04,PHOTO_B,12,48,142.0,330.0,46.294,4,2026-07-23 02:00:00
LOT-004,LOT-004-W02,PHOTO_A,6,23,85.0,300.0,44.333,1,2026-07-21 16:00:00
LOT-011,LOT-011-W05,PHOTO_B,15,3,45.0,60.0,,2,2026-07-24 03:00:00
LOT-005,LOT-005-W01,PHOTO_B,3,4,45.0,90.0,45.026,5,2026-07-21 23:00:00
LOT-006,LOT-006-W01,PHOTO_C,3,20,85.0,210.0,44.688,3,2026-07-22 07:00:00
LOT-012,LOT-012-W01,PHOTO_C,3,23,85.0,300.0,44.962,2,2026-07-24 07:00:00
LOT-009,LOT-009-W01,PHOTO_C,3,13,85.0,0.0,44.153,3,2026-07-23 07:00:00
LOT-006,LOT-006-W01,PHOTO_C,3,33,120.0,240.0,41.717,8,2026-07-22 07:00:00
LOT-006,LOT-006-W04,PHOTO_C,12,45,142.0,240.0,40.933,12,2026-07-22 10:00:00
LOT-008,LOT-008-W04,PHOTO_B,12,31,120.0,180.0,44.626,2,2026-07-23 02:00:00
LOT-007,LOT-007-W01,PHOTO_A,3,6,45.0,150.0,45.197,3,2026-07-22 15:00:00
LOT-001,LOT-001-W04,PHOTO_A,12,5,45.0,120.0,45.368,1,2026-07-20 18:00:00
LOT-008,LOT-008-W02,PHOTO_B,6,48,142.0,330.0,44.588,2,2026-07-23 00:00:00
LOT-012,LOT-012-W05,PHOTO_C,15,26,120.0,30.0,41.793,13,2026-07-24 11:00:00
LOT-007,LOT-007-W01,PHOTO_A,3,36,120.0,330.0,43.594,1,2026-07-22 15:00:00
LOT-001,LOT-001-W04,PHOTO_A,12,8,45.0,210.0,44.532,2,2026-07-20 18:00:00
LOT-006,LOT-006-W01,PHOTO_C,3,7,45.0,180.0,44.775,1,2026-07-22 07:00:00
LOT-003,LOT-003-W05,PHOTO_C,15,33,120.0,240.0,44.769,0,2026-07-21 11:00:00
LOT-004,LOT-004-W04,PHOTO_A,12,5,45.0,120.0,45.169,2,2026-07-21 18:00:00
LOT-001,LOT-001-W04,PHOTO_A,12,2,45.0,30.0,44.92,4,2026-07-20 18:00:00
LOT-006,LOT-006-W01,PHOTO_C,3,23,85.0,300.0,46.257,0,2026-07-22 07:00:00
LOT-012,LOT-012-W02,PHOTO_C,6,13,85.0,0.0,44.289,1,2026-07-24 08:00:00
LOT-001,LOT-001-W01,PHOTO_A,3,38,142.0,30.0,45.578,0,2026-07-20 15:00:00
LOT-009,LOT-009-W05,PHOTO_C,15,10,45.0,270.0,45.008,1,2026-07-23 11:00:00
LOT-006,LOT-006-W01,PHOTO_C,3,46,142.0,270.0,42.433,8,2026-07-22 07:00:00
LOT-012,LOT-012-W01,PHOTO_C,3,18,85.0,150.0,45.116,0,2026-07-24 07:00:00
LOT-001,LOT-001-W03,PHOTO_A,9,44,142.0,210.0,44.084,2,2026-07-20 17:00:00
LOT-011,LOT-011-W03,PHOTO_B,9,31,120.0,180.0,44.952,2,2026-07-24 01:00:00
LOT-011,LOT-011-W03,PHOTO_B,9,13,85.0,0.0,45.229,3,2026-07-24 01:00:00
LOT-007,LOT-007-W03,PHOTO_A,9,16,85.0,90.0,44.823,2,2026-07-22 17:00:00
LOT-007,LOT-007-W03,PHOTO_A,9,24,85.0,330.0,44.852,1,2026-07-22 17:00:00
LOT-007,LOT-007-W03,PHOTO_A,9,28,120.0,90.0,43.792,3,2026-07-22 17:00:00
LOT-004,LOT-004-W04,PHOTO_A,12,13,85.0,0.0,45.725,0,2026-07-21 18:00:00
LOT-007,LOT-007-W03,PHOTO_A,9,21,85.0,240.0,45.021,0,2026-07-22 17:00:00
LOT-004,LOT-004-W03,PHOTO_A,9,41,142.0,120.0,43.61,1,2026-07-21 17:00:00
LOT-008,LOT-008-W04,PHOTO_B,12,36,120.0,330.0,45.469,2,2026-07-23 02:00:00
LOT-001,LOT-001-W02,PHOTO_A,6,23,85.0,300.0,44.705,0,2026-07-20 16:00:00
LOT-008,LOT-008-W02,PHOTO_B,6,36,120.0,330.0,44.786,2,2026-07-23 00:00:00
LOT-009,LOT-009-W03,PHOTO_C,9,15,85.0,60.0,44.379,0,2026-07-23 09:00:00
LOT-008,LOT-008-W04,PHOTO_B,12,12,45.0,330.0,45.604,4,2026-07-23 02:00:00
LOT-008,LOT-008-W02,PHOTO_B,6,1,45.0,0.0,44.831,2,2026-07-23 00:00:00
LOT-001,LOT-001-W05,PHOTO_A,15,45,142.0,240.0,,0,2026-07-20 19:00:00
LOT-005,LOT-005-W03,PHOTO_B,9,12,45.0,330.0,45.333,0,2026-07-22 01:00:00
LOT-002,LOT-002-W03,PHOTO_B,9,32,120.0,210.0,43.875,0,2026-07-21 01:00:00
LOT-006,LOT-006-W05,PHOTO_C,15,26,120.0,30.0,42.504,8,2026-07-22 11:00:00
LOT-003,LOT-003-W05,PHOTO_C,15,26,120.0,30.0,44.004,4,2026-07-21 11:00:00
LOT-006,LOT-006-W03,PHOTO_C,9,7,45.0,180.0,44.678,2,2026-07-22 09:00:00
LOT-003,LOT-003-W04,PHOTO_C,12,9,45.0,240.0,44.495,2,2026-07-21 10:00:00
LOT-004,LOT-004-W02,PHOTO_A,6,37,142.0,0.0,44.211,3,2026-07-21 16:00:00
LOT-011,LOT-011-W05,PHOTO_B,15,5,45.0,120.0,,0,2026-07-24 03:00:00
LOT-007,LOT-007-W04,PHOTO_A,12,20,85.0,210.0,44.461,0,2026-07-22 18:00:00
LOT-006,LOT-006-W02,PHOTO_C,6,20,85.0,210.0,44.906,2,2026-07-22 08:00:00
LOT-004,LOT-004-W02,PHOTO_A,6,36,120.0,330.0,43.486,5,2026-07-21 16:00:00
LOT-002,LOT-002-W03,PHOTO_B,9,25,120.0,0.0,44.618,2,2026-07-21 01:00:00
LOT-011,LOT-011-W01,PHOTO_B,3,36,120.0,330.0,45.225,2,2026-07-23 23:00:00
LOT-004,LOT-004-W01,PHOTO_A,3,3,45.0,60.0,45.126,3,2026-07-21 15:00:00
LOT-001,LOT-001-W05,PHOTO_A,15,29,120.0,120.0,,4,2026-07-20 19:00:00
LOT-009,LOT-009-W01,PHOTO_C,3,1,45.0,0.0,44.938,2,2026-07-23 07:00:00
LOT-005,LOT-005-W02,PHOTO_B,6,18,85.0,150.0,45.423,0,2026-07-22 00:00:00
LOT-011,LOT-011-W02,PHOTO_B,6,38,142.0,30.0,45.265,2,2026-07-24 00:00:00
LOT-003,LOT-003-W02,PHOTO_C,6,18,85.0,150.0,44.691,4,2026-07-21 08:00:00
LOT-010,LOT-010-W05,PHOTO_A,15,34,120.0,270.0,44.906,1,2026-07-23 19:00:00
LOT-007,LOT-007-W01,PHOTO_A,3,9,45.0,240.0,43.583,1,2026-07-22 15:00:00
LOT-004,LOT-004-W03,PHOTO_A,9,13,85.0,0.0,44.323,4,2026-07-21 17:00:00
LOT-007,LOT-007-W02,PHOTO_A,6,23,85.0,300.0,45.001,2,2026-07-22 16:00:00
LOT-012,LOT-012-W02,PHOTO_C,6,29,120.0,120.0,40.942,9,2026-07-24 08:00:00
LOT-006,LOT-006-W01,PHOTO_C,3,19,85.0,180.0,0.043501,2,2026-07-22 07:00:00
LOT-011,LOT-011-W03,PHOTO_B,9,41,142.0,120.0,44.919,2,2026-07-24 01:00:00
LOT-008,LOT-008-W03,PHOTO_B,9,32,120.0,210.0,44.878,5,2026-07-23 01:00:00
LOT-004,LOT-004-W05,PHOTO_A,15,2,45.0,30.0,,2,2026-07-21 19:00:00
LOT-005,LOT-005-W04,PHOTO_B,12,20,85.0,210.0,46.617,3,2026-07-22 02:00:00
LOT-002,LOT-002-W05,PHOTO_B,15,46,142.0,270.0,46.447,0,2026-07-21 03:00:00
LOT-001,LOT-001-W03,PHOTO_A,9,45,142.0,240.0,43.909,0,2026-07-20 17:00:00
LOT-009,LOT-009-W05,PHOTO_C,15,16,85.0,90.0,,2,2026-07-23 11:00:00
LOT-005,LOT-005-W02,PHOTO_B,6,25,120.0,0.0,46.458,0,2026-07-22 00:00:00
LOT-002,LOT-002-W02,PHOTO_B,6,45,142.0,240.0,45.151,1,2026-07-21 00:00:00
LOT-007,LOT-007-W03,PHOTO_A,9,15,85.0,60.0,44.895,2,2026-07-22 17:00:00
LOT-003,LOT-003-W05,PHOTO_C,15,48,142.0,330.0,43.651,1,2026-07-21 11:00:00
LOT-002,LOT-002-W05,PHOTO_B,15,6,45.0,150.0,45.413,3,2026-07-21 03:00:00
LOT-007,LOT-007-W04,PHOTO_A,12,6,45.0,150.0,43.573,2,2026-07-22 18:00:00
LOT-001,LOT-001-W04,PHOTO_A,12,35,120.0,300.0,44.146,2,2026-07-20 18:00:00
LOT-010,LOT-010-W02,PHOTO_A,6,39,142.0,60.0,45.147,1,2026-07-23 16:00:00
LOT-006,LOT-006-W04,PHOTO_C,12,11,45.0,300.0,44.407,3,2026-07-22 10:00:00
LOT-008,LOT-008-W03,PHOTO_B,9,1,45.0,0.0,44.715,0,2026-07-23 01:00:00
LOT-009,LOT-009-W04,PHOTO_C,12,19,85.0,180.0,45.058,1,2026-07-23 10:00:00
LOT-008,LOT-008-W03,PHOTO_B,9,26,120.0,30.0,45.267,4,2026-07-23 01:00:00
LOT-010,LOT-010-W05,PHOTO_A,15,14,85.0,30.0,,0,2026-07-23 19:00:00
LOT-002,LOT-002-W05,PHOTO_B,15,7,45.0,180.0,44.902,2,2026-07-21 03:00:00
LOT-007,LOT-007-W02,PHOTO_A,6,46,142.0,270.0,44.258,2,2026-07-22 16:00:00
LOT-004,LOT-004-W05,PHOTO_A,15,21,85.0,240.0,44.376,3,2026-07-21 19:00:00
LOT-012,LOT-012-W04,PHOTO_C,12,2,45.0,30.0,45.386,1,2026-07-24 10:00:00
LOT-011,LOT-011-W02,PHOTO_B,6,24,85.0,330.0,46.232,2,2026-07-24 00:00:00
LOT-010,LOT-010-W04,PHOTO_A,12,21,85.0,240.0,45.034,1,2026-07-23 18:00:00
LOT-009,LOT-009-W03,PHOTO_C,9,39,142.0,60.0,41.595,8,2026-07-23 09:00:00
LOT-008,LOT-008-W05,PHOTO_B,15,28,120.0,90.0,45.072,1,2026-07-23 03:00:00
LOT-004,LOT-004-W04,PHOTO_A,12,7,45.0,180.0,44.717,2,2026-07-21 18:00:00
LOT-006,LOT-006-W03,PHOTO_C,9,33,120.0,240.0,42.161,8,2026-07-22 09:00:00
LOT-011,LOT-011-W03,PHOTO_B,9,15,85.0,60.0,44.875,0,2026-07-24 01:00:00
LOT-012,LOT-012-W03,PHOTO_C,9,17,85.0,120.0,45.481,1,2026-07-24 09:00:00
LOT-008,LOT-008-W04,PHOTO_B,12,33,120.0,240.0,45.719,3,2026-07-23 02:00:00
LOT-002,LOT-002-W01,PHOTO_B,3,48,142.0,330.0,0.045027,4,2026-07-20 23:00:00
LOT-007,LOT-007-W04,PHOTO_A,12,36,120.0,330.0,44.433,4,2026-07-22 18:00:00
LOT-009,LOT-009-W05,PHOTO_C,15,17,85.0,120.0,44.649,2,2026-07-23 11:00:00
LOT-003,LOT-003-W03,PHOTO_C,9,14,85.0,30.0,44.199,1,2026-07-21 09:00:00
LOT-002,LOT-002-W02,PHOTO_B,6,38,142.0,30.0,45.157,1,2026-07-21 00:00:00
LOT-001,LOT-001-W01,PHOTO_A,3,33,120.0,240.0,0.044675,1,2026-07-20 15:00:00
LOT-007,LOT-007-W01,PHOTO_A,3,12,45.0,330.0,43.975,1,2026-07-22 15:00:00
LOT-009,LOT-009-W02,PHOTO_C,6,27,120.0,60.0,41.537,7,2026-07-23 08:00:00
LOT-012,LOT-012-W01,PHOTO_C,3,33,120.0,240.0,41.973,3,2026-07-24 07:00:00
LOT-011,LOT-011-W01,PHOTO_B,3,47,142.0,300.0,46.275,1,2026-07-23 23:00:00
LOT-008,LOT-008-W02,PHOTO_B,6,27,120.0,60.0,45.675,0,2026-07-23 00:00:00
LOT-008,LOT-008-W03,PHOTO_B,9,16,85.0,90.0,45.54,1,2026-07-23 01:00:00
LOT-004,LOT-004-W02,PHOTO_A,6,1,45.0,0.0,45.789,3,2026-07-21 16:00:00
LOT-006,LOT-006-W02,PHOTO_C,6,31,120.0,180.0,41.005,7,2026-07-22 08:00:00
LOT-007,LOT-007-W03,PHOTO_A,9,30,120.0,150.0,44.326,1,2026-07-22 17:00:00
LOT-005,LOT-005-W03,PHOTO_B,9,32,120.0,210.0,44.889,3,2026-07-22 01:00:00
LOT-008,LOT-008-W01,PHOTO_B,3,30,120.0,150.0,45.803,0,2026-07-22 23:00:00
LOT-002,LOT-002-W03,PHOTO_B,9,37,142.0,0.0,44.707,4,2026-07-21 01:00:00
LOT-004,LOT-004-W03,PHOTO_A,9,36,120.0,330.0,43.617,0,2026-07-21 17:00:00
LOT-010,LOT-010-W01,PHOTO_A,3,15,85.0,60.0,45.2,2,2026-07-23 15:00:00
LOT-009,LOT-009-W02,PHOTO_C,6,40,142.0,90.0,41.178,7,2026-07-23 08:00:00
LOT-004,LOT-004-W04,PHOTO_A,12,35,120.0,300.0,43.554,4,2026-07-21 18:00:00
LOT-011,LOT-011-W04,PHOTO_B,12,48,142.0,330.0,45.833,1,2026-07-24 02:00:00
LOT-003,LOT-003-W05,PHOTO_C,15,0,0.0,0.0,45.043,1,2026-07-21 11:00:00
LOT-005,LOT-005-W03,PHOTO_B,9,5,45.0,120.0,45.454,0,2026-07-22 01:00:00
LOT-001,LOT-001-W04,PHOTO_A,12,13,85.0,0.0,45.278,0,2026-07-20 18:00:00
LOT-002,LOT-002-W01,PHOTO_B,3,4,45.0,90.0,46.517,2,2026-07-20 23:00:00
LOT-004,LOT-004-W03,PHOTO_A,9,25,120.0,0.0,45.222,2,2026-07-21 17:00:00
LOT-010,LOT-010-W03,PHOTO_A,9,1,45.0,0.0,44.861,2,2026-07-23 17:00:00
LOT-011,LOT-011-W02,PHOTO_B,6,20,85.0,210.0,44.685,0,2026-07-24 00:00:00
LOT-005,LOT-005-W03,PHOTO_B,9,31,120.0,180.0,45.072,1,2026-07-22 01:00:00
LOT-004,LOT-004-W03,PHOTO_A,9,47,142.0,300.0,45.092,2,2026-07-21 17:00:00
LOT-012,LOT-012-W02,PHOTO_C,6,17,85.0,120.0,44.364,1,2026-07-24 08:00:00
LOT-011,LOT-011-W03,PHOTO_B,9,7,45.0,180.0,45.346,0,2026-07-24 01:00:00
LOT-008,LOT-008-W04,PHOTO_B,12,5,45.0,120.0,45.084,2,2026-07-23 02:00:00
LOT-007,LOT-007-W03,PHOTO_A,9,39,142.0,60.0,44.212,0,2026-07-22 17:00:00
LOT-004,LOT-004-W05,PHOTO_A,15,30,120.0,150.0,44.47,3,2026-07-21 19:00:00
LOT-005,LOT-005-W05,PHOTO_B,15,42,142.0,150.0,45.412,3,2026-07-22 03:00:00
LOT-010,LOT-010-W02,PHOTO_A,6,18,85.0,150.0,44.71,1,2026-07-23 16:00:00
LOT-005,LOT-005-W01,PHOTO_B,3,25,120.0,0.0,45.413,0,2026-07-21 23:00:00
LOT-008,LOT-008-W02,PHOTO_B,6,11,45.0,300.0,45.345,2,2026-07-23 00:00:00
LOT-010,LOT-010-W03,PHOTO_A,9,11,45.0,300.0,43.894,3,2026-07-23 17:00:00
LOT-004,LOT-004-W04,PHOTO_A,12,10,45.0,270.0,45.394,0,2026-07-21 18:00:00
LOT-003,LOT-003-W05,PHOTO_C,15,45,142.0,240.0,,2,2026-07-21 11:00:00
LOT-011,LOT-011-W05,PHOTO_B,15,20,85.0,210.0,45.423,4,2026-07-24 03:00:00
LOT-006,LOT-006-W04,PHOTO_C,12,10,45.0,270.0,45.359,1,2026-07-22 10:00:00
LOT-012,LOT-012-W05,PHOTO_C,15,10,45.0,270.0,44.492,1,2026-07-24 11:00:00
LOT-009,LOT-009-W02,PHOTO_C,6,34,120.0,270.0,41.424,8,2026-07-23 08:00:00
LOT-010,LOT-010-W05,PHOTO_A,15,47,142.0,300.0,44.251,3,2026-07-23 19:00:00
LOT-011,LOT-011-W03,PHOTO_B,9,6,45.0,150.0,45.831,3,2026-07-24 01:00:00
LOT-002,LOT-002-W01,PHOTO_B,3,17,85.0,120.0,44.797,4,2026-07-20 23:00:00
LOT-012,LOT-012-W02,PHOTO_C,6,5,45.0,120.0,45.409,0,2026-07-24 08:00:00
LOT-001,LOT-001-W01,PHOTO_A,3,7,45.0,180.0,44.239,0,2026-07-20 15:00:00
LOT-006,LOT-006-W05,PHOTO_C,15,6,45.0,150.0,46.553,1,2026-07-22 11:00:00
LOT-008,LOT-008-W02,PHOTO_B,6,31,120.0,180.0,46.212,3,2026-07-23 00:00:00
LOT-011,LOT-011-W04,PHOTO_B,12,6,45.0,150.0,0.045863,1,2026-07-24 02:00:00
LOT-008,LOT-008-W02,PHOTO_B,6,40,142.0,90.0,45.486,2,2026-07-23 00:00:00
LOT-004,LOT-004-W01,PHOTO_A,3,35,120.0,300.0,44.52,1,2026-07-21 15:00:00
LOT-007,LOT-007-W02,PHOTO_A,6,34,120.0,270.0,44.895,2,2026-07-22 16:00:00
LOT-010,LOT-010-W04,PHOTO_A,12,19,85.0,180.0,45.504,2,2026-07-23 18:00:00
LOT-011,LOT-011-W05,PHOTO_B,15,35,120.0,300.0,44.974,1,2026-07-24 03:00:00
LOT-006,LOT-006-W01,PHOTO_C,3,12,45.0,330.0,45.229,1,2026-07-22 07:00:00
LOT-005,LOT-005-W04,PHOTO_B,12,40,142.0,90.0,45.538,2,2026-07-22 02:00:00
LOT-010,LOT-010-W05,PHOTO_A,15,46,142.0,270.0,44.627,2,2026-07-23 19:00:00
LOT-007,LOT-007-W05,PHOTO_A,15,17,85.0,120.0,44.585,1,2026-07-22 19:00:00
LOT-004,LOT-004-W02,PHOTO_A,6,42,142.0,150.0,44.642,2,2026-07-21 16:00:00
LOT-005,LOT-005-W04,PHOTO_B,12,48,142.0,330.0,44.993,0,2026-07-22 02:00:00
LOT-008,LOT-008-W05,PHOTO_B,15,12,45.0,330.0,46.079,4,2026-07-23 03:00:00
LOT-004,LOT-004-W04,PHOTO_A,12,15,85.0,60.0,44.052,3,2026-07-21 18:00:00
LOT-009,LOT-009-W01,PHOTO_C,3,43,142.0,180.0,40.782,6,2026-07-23 07:00:00
LOT-009,LOT-009-W01,PHOTO_C,3,27,120.0,60.0,41.078,1,2026-07-23 07:00:00
LOT-001,LOT-001-W01,PHOTO_A,3,30,120.0,150.0,44.111,1,2026-07-20 15:00:00
LOT-003,LOT-003-W01,PHOTO_C,3,6,45.0,150.0,44.803,0,2026-07-21 07:00:00
LOT-005,LOT-005-W02,PHOTO_B,6,40,142.0,90.0,45.7,2,2026-07-22 00:00:00
LOT-007,LOT-007-W01,PHOTO_A,3,29,120.0,120.0,44.669,2,2026-07-22 15:00:00
LOT-005,LOT-005-W03,PHOTO_B,9,22,85.0,270.0,46.154,2,2026-07-22 01:00:00
LOT-007,LOT-007-W03,PHOTO_A,9,46,142.0,270.0,44.637,3,2026-07-22 17:00:00
LOT-012,LOT-012-W04,PHOTO_C,12,23,85.0,300.0,44.656,3,2026-07-24 10:00:00
LOT-005,LOT-005-W05,PHOTO_B,15,0,0.0,0.0,,2,2026-07-22 03:00:00
LOT-009,LOT-009-W01,PHOTO_C,3,19,85.0,180.0,44.344,0,2026-07-23 07:00:00
LOT-001,LOT-001-W01,PHOTO_A,3,31,120.0,180.0,44.21,2,2026-07-20 15:00:00
LOT-003,LOT-003-W03,PHOTO_C,9,16,85.0,90.0,44.444,3,2026-07-21 09:00:00
LOT-010,LOT-010-W05,PHOTO_A,15,6,45.0,150.0,44.681,2,2026-07-23 19:00:00
LOT-010,LOT-010-W01,PHOTO_A,3,48,142.0,330.0,43.485,2,2026-07-23 15:00:00
LOT-004,LOT-004-W05,PHOTO_A,15,13,85.0,0.0,44.682,0,2026-07-21 19:00:00
LOT-004,LOT-004-W03,PHOTO_A,9,26,120.0,30.0,43.675,2,2026-07-21 17:00:00
LOT-011,LOT-011-W05,PHOTO_B,15,44,142.0,210.0,45.659,1,2026-07-24 03:00:00
LOT-002,LOT-002-W02,PHOTO_B,6,40,142.0,90.0,45.161,0,2026-07-21 00:00:00
LOT-001,LOT-001-W05,PHOTO_A,15,11,45.0,300.0,44.001,3,2026-07-20 19:00:00
LOT-010,LOT-010-W01,PHOTO_A,3,43,142.0,180.0,43.573,2,2026-07-23 15:00:00
LOT-010,LOT-010-W01,PHOTO_A,3,26,120.0,30.0,45.386,0,2026-07-23 15:00:00
LOT-005,LOT-005-W03,PHOTO_B,9,16,85.0,90.0,46.076,2,2026-07-22 01:00:00
LOT-011,LOT-011-W03,PHOTO_B,9,26,120.0,30.0,45.704,3,2026-07-24 01:00:00
LOT-002,LOT-002-W04,PHOTO_B,12,22,85.0,270.0,44.985,1,2026-07-21 02:00:00
LOT-004,LOT-004-W04,PHOTO_A,12,23,85.0,300.0,45.617,0,2026-07-21 18:00:00
LOT-004,LOT-004-W01,PHOTO_A,3,34,120.0,270.0,44.478,0,2026-07-21 15:00:00
LOT-011,LOT-011-W03,PHOTO_B,9,25,120.0,0.0,45.168,2,2026-07-24 01:00:00
LOT-011,LOT-011-W01,PHOTO_B,3,22,85.0,270.0,45.798,3,2026-07-23 23:00:00
LOT-002,LOT-002-W02,PHOTO_B,6,12,45.0,330.0,46.112,3,2026-07-21 00:00:00
LOT-012,LOT-012-W03,PHOTO_C,9,34,120.0,270.0,41.109,5,2026-07-24 09:00:00
LOT-007,LOT-007-W01,PHOTO_A,3,4,45.0,90.0,44.603,1,2026-07-22 15:00:00
LOT-009,LOT-009-W03,PHOTO_C,9,4,45.0,90.0,44.79,2,2026-07-23 09:00:00
LOT-012,LOT-012-W05,PHOTO_C,15,29,120.0,120.0,42.07,6,2026-07-24 11:00:00
LOT-001,LOT-001-W05,PHOTO_A,15,8,45.0,210.0,45.431,0,2026-07-20 19:00:00
LOT-012,LOT-012-W03,PHOTO_C,9,30,120.0,150.0,42.355,7,2026-07-24 09:00:00
LOT-002,LOT-002-W03,PHOTO_B,9,16,85.0,90.0,44.574,3,2026-07-21 01:00:00
LOT-010,LOT-010-W05,PHOTO_A,15,28,120.0,90.0,43.698,4,2026-07-23 19:00:00
LOT-010,LOT-010-W05,PHOTO_A,15,31,120.0,180.0,44.2,1,2026-07-23 19:00:00
LOT-008,LOT-008-W04,PHOTO_B,12,28,120.0,90.0,45.766,4,2026-07-23 02:00:00
LOT-006,LOT-006-W04,PHOTO_C,12,9,45.0,240.0,44.939,0,2026-07-22 10:00:00
LOT-004,LOT-004-W02,PHOTO_A,6,8,45.0,210.0,43.696,0,2026-07-21 16:00:00
LOT-008,LOT-008-W02,PHOTO_B,6,6,45.0,150.0,44.975,0,2026-07-23 00:00:00
LOT-011,LOT-011-W02,PHOTO_B,6,6,45.0,150.0,44.492,3,2026-07-24 00:00:00
