sample_id,lot_id,tool_id,sequence,dose,focus_nm,pr_thickness_nm,peb_temp_c,field_x,field_y,cd_nm,cdu_3sigma_nm,ler_nm,defect_probability,spec_pass
S00687,L0034,T03,687,103.477539,0.101523,97.567158,107.869546,0.601322,-0.805723,53.238647,4.044735,2.346977,0.123045,FAIL
S00391,L0019,T03,391,105.802276,-0.063219,89.57861,111.28826,-0.725813,0.920893,54.078216,3.891183,2.066203,0.094788,FAIL
S00170,L0008,T01,170,104.279641,0.045659,93.163734,110.679754,0.640734,0.588606,50.297639,3.002306,1.148702,0.027622,PASS
S00602,L0030,T03,602,97.88353,0.091846,101.478784,109.377268,0.259361,0.629204,51.537424,3.793627,1.832457,0.077781,FAIL
S00651,L0032,T01,651,100.154457,-0.030999,95.186837,113.028983,0.924038,-0.972223,50.575658,3.840976,2.966734,0.141072,FAIL
S00524,L0026,T03,524,96.99062,-0.069539,86.378785,107.309854,0.028185,0.313722,52.060642,2.961221,2.691832,0.060121,PASS
S00542,L0027,T01,542,102.752724,-0.09892,92.998261,,,-0.25372,49.7405,3.27583,1.823751,0.050036,FAIL
S00096,L0004,T02,96,99.598866,-0.029364,93.124261,112.805044,-0.11086,0.35003,50.326341,2.661231,2.702194,0.046811,PASS
S00442,L0022,T02,442,104.994009,-0.052494,91.983826,110.382597,-0.202568,-0.467518,52.413267,3.027328,1.307832,0.030736,PASS
S00341,L0017,T01,341,104.461297,-0.080649,96.506694,110.234018,0.044942,0.167049,49.978548,2.980856,1.168672,0.027399,PASS
S00126,L0006,T02,126,99.534665,0.029331,96.837414,108.279866,-0.752712,0.065716,51.779816,2.554592,1.982574,0.029157,PASS
S00398,L0019,T01,398,104.963356,-0.140537,98.836143,109.981738,0.361911,0.521443,50.135593,4.702089,1.295988,0.124518,FAIL
S00698,L0034,T01,698,97.153661,0.011152,95.863972,112.127615,0.467307,-0.127469,47.194963,1.984082,2.078679,0.018596,PASS
S00188,L0009,T01,188,96.10578,0.015897,91.454962,109.586839,-0.226169,-0.714134,49.916344,2.563485,1.28309,0.02019,PASS
S00106,L0005,T01,106,100.899307,-0.091033,89.306407,111.527127,0.147599,-0.885794,50.539347,4.058068,1.89254,0.099585,FAIL
S00482,L0024,T01,482,107.52604,0.0342,92.127753,111.445953,0.850159,-0.794763,54.138512,3.256363,2.177394,0.05915,FAIL
S00134,L0006,T03,134,94.42924,-0.040098,100.428576,111.067481,0.578179,0.036153,49.078636,2.865194,1.581597,0.030875,PASS
S00431,L0021,T02,431,100.241973,0.095804,101.97443,109.866947,0.149677,0.74614,50.057342,4.10793,0.947641,0.064365,FAIL
S00655,L0032,T02,655,99.262202,-0.021492,94.074586,110.424924,0.112105,0.600463,51.609396,2.023257,1.044238,0.01099,PASS
S00505,L0025,T01,505,94.469667,0.081584,956.3316,110.756346,0.174347,-0.246088,49.483141,2.728592,1.590497,0.027532,PASS
S00384,L0019,T02,384,103.56258,-0.068639,94.921169,109.998893,-0.17708,-0.870192,53.288295,3.39683,1.40469,0.044563,FAIL
S00118,L0005,T02,118,106.586144,0.004591,98.781615,109.380604,-0.764822,-0.514928,51.864563,2.272641,1.858041,0.021296,PASS
S00034,L0001,T01,34,97.384119,0.054625,96.249862,110.297784,-0.259406,0.371349,48.178323,2.636992,1.433041,0.02335,PASS
S00704,L0035,T01,704,97.071555,-0.037605,89.426162,111.896739,0.685557,0.166682,47.982034,2.591559,2.207691,0.033949,PASS
S00472,L0023,T01,472,103.603298,0.061082,94.66736,106.57082,-0.128532,-0.517276,48.789991,2.870128,3.497642,0.084078,PASS
S00710,L0035,T02,710,96.040786,-0.037509,95.881268,109.416913,0.880674,-0.837433,48.349927,3.557749,1.326213,0.049097,FAIL
S00448,L0022,T01,448,99.927109,0.070632,96.191635,113.430594,-0.489532,-0.466479,49.969451,2.43321,3.511196,0.058748,PASS
S00572,L0028,T02,572,99.386362,0.012786,97.972486,109.433791,-0.363305,0.66365,48.652675,2.545694,1.553003,0.022984,PASS
S00620,L0031,T01,620,107.255705,-0.041245,89.522977,108.501332,0.302701,0.345383,51.63287,2.435092,1.99496,0.026437,PASS
S00539,L0026,T01,539,108.228332,-0.021415,85.26843,108.494823,-0.227802,0.436025,52.369587,2.810434,2.180496,0.040452,PASS
S00449,L0022,T01,449,95.142425,-0.106107,101.871708,108.083634,0.892446,0.638596,47.808926,4.974002,2.136384,0.223847,FAIL
S00037,L0001,T01,37,96.731584,-0.013495,91.895726,108.482052,-0.033353,0.779353,49.178586,1.826771,1.813286,0.014014,PASS
S00647,L0032,T01,647,93.615039,-0.103482,94.107632,109.120243,0.755391,0.872396,47.057899,4.36292,1.517363,0.105853,FAIL
S00157,L0007,T03,157,94.910312,-0.108891,95.079237,111.569545,0.729342,-0.371544,51.384589,4.443782,1.716681,0.124398,FAIL
S00586,L0029,T03,586,,0.153811,93.994849,111.435571,0.036238,-0.015077,55.94524,4.667233,2.012341,0.169707,FAIL
S00614,L0030,T01,614,97.590017,-0.167922,98.270397,108.050421,0.233268,0.877796,49.255389,5.064863,1.879136,0.213644,FAIL
S00486,L0024,T01,486,102.512232,-0.074717,93.358586,109.285706,-0.256454,0.024364,50.303354,3.186428,1.320304,0.035535,PASS
S00747,L0037,T01,747,111.239125,-0.015922,99.333316,105.323582,-0.737861,-0.766253,53.107069,2.759247,5.796947,0.227346,FAIL
S00334,L0016,T01,334,105.930395,0.102545,96.948589,109.284157,-0.86222,0.998568,52.573305,5.192386,1.584053,0.205768,FAIL
S00414,L0020,T01,414,97.755508,-0.026497,94.907548,108.870309,-0.989477,-0.524107,48.545402,2.567611,1.610036,0.024159,PASS
S00327,L0016,T01,327,98.746599,0.07308,93.699803,112.253141,-0.116012,-0.355851,49.242784,3.27193,2.3501,0.065515,FAIL
S00320,L0016,T01,320,100.581919,-0.102451,96.246569,109.385738,-0.019215,0.372885,49.494518,3.747588,1.329343,0.057811,FAIL
S00003,L0000,T03,3,104.882013,-0.067265,100.668078,107.6575,-0.104395,-0.213687,54.102799,2.579101,2.470522,0.038604,FAIL
S00278,L0013,T01,278,93.658208,-0.037892,94.808721,111.607014,0.911408,0.055035,48.188139,2.950383,1.943784,0.040288,PASS
S00581,L0029,T01,581,96.395777,0.052383,95.257284,107.513419,-0.6475,0.569658,48.098153,3.221812,2.649869,0.073241,FAIL
S00573,L0028,T01,573,100.767541,0.10104,93.590852,108.206186,0.404841,-0.59172,50.121866,3.745156,2.063615,0.083987,FAIL
S00770,L0038,T02,770,100.649183,-0.053091,89.485662,107.792014,-0.267761,-0.536156,50.026044,2.992565,1.916027,0.041175,PASS
S00517,L0025,T01,517,89.191013,0.07393,93.189911,109.336191,0.477621,-0.336446,46.360662,3.654756,1.817797,0.068758,FAIL
S00737,L0036,T01,737,103.614523,-0.012332,91.073383,108.931024,-0.761194,0.591746,49.758461,2.737727,1.416003,0.025277,PASS
S00198,L0009,T03,198,98.627836,-0.158143,93.643916,108.666404,0.986091,0.967795,53.759361,5.616835,1.771325,0.296167,FAIL
S00549,L0027,T02,549,94.977647,0.034383,102.799708,113.141725,0.26568,-0.611635,49.764844,2.703718,3.365539,0.068459,PASS
S00494,L0024,T02,494,101.149567,-0.010969,89.912159,111.105389,0.244488,-0.204506,51.751941,1.968032,1.430679,0.012908,PASS
S00190,L0009,T03,190,105.715851,-0.027987,95.826675,106.319963,-0.171652,-0.336521,54.846754,2.407318,4.216832,0.082477,FAIL
S00110,L0005,T01,110,97.468607,0.071144,92.583902,109.630461,0.024085,0.910282,48.721581,3.519992,1.08991,0.041985,FAIL
S00304,L0015,T01,304,102.595054,0.078876,93.060573,111.671996,-0.849871,0.988235,52.630529,4.524734,1.974783,0.149744,FAIL
S00178,L0008,T03,178,106.780109,0.128339,94.587596,110.561335,0.593154,0.739278,56.255393,4.867829,1.574715,0.161398,FAIL
S00049,L0002,T01,49,96.830232,0.101283,95.63807,109.404713,-0.52759,-0.53637,48.038473,3.780467,1.315739,0.059027,FAIL
S00744,L0037,T01,744,94.791774,0.03318,93.930253,110.851727,-0.988499,-0.5242,47.761338,2.892477,1.748841,0.034559,PASS
S00242,L0012,T01,242,90.981827,0.005318,86.6509,109.699412,-0.14504,-0.134707,46.462612,1.684646,1.575689,0.010855,FAIL
S00335,L0016,T02,335,100.364403,0.159085,93.545478,108.190085,-0.847631,-0.606231,53.454238,5.479595,2.25334,0.326507,FAIL
S00720,L0036,T02,720,107.272541,-0.010628,95.43209,110.94678,0.624507,-0.881594,53.703018,2.693127,1.642751,0.027447,FAIL
S00664,L0033,T01,664,106.128285,0.071664,88.63772,111.615691,-0.721386,0.972929,52.91941,4.066873,2.07002,0.109457,FAIL
S00470,L0023,T01,470,102.809655,0.073413,96.40464,110.024907,-0.502809,-0.544238,50.690127,3.758984,1.280229,0.056905,FAIL
S00408,L0020,T01,408,100.334444,-0.089043,92.600768,111.104827,0.49829,-0.78138,49.875964,4.002819,1.229478,0.0681,FAIL
S00406,L0020,T01,406,100.004823,-0.044559,90.084912,111.988195,-0.442368,-0.197344,50.318508,2.832012,2.151865,0.040595,PASS
S00625,L0031,T01,625,99.654492,-0.010603,86.416203,107.58768,-0.044548,0.481827,49.751644,1.472652,2.200292,0.012624,PASS
S00649,L0032,T02,649,98.273071,0.000856,102.811336,109.608681,,-0.562687,49.839254,2.523149,1.599351,0.023101,PASS
S00444,L0022,T03,444,103.544681,-0.08122,93.155822,108.660561,-0.460552,-0.376133,52.07283,3.162258,1.564873,0.039609,PASS
S00183,L0009,T01,183,100.4624,0.000364,98.986292,105.655601,-0.754011,0.473338,50.03489,2.156192,5.083176,0.103523,PASS
S00057,L0002,T01,57,100.611563,-0.108541,93.718477,107.885346,0.619988,-0.931748,50.993206,4.477248,2.099138,0.15304,FAIL
S00609,L0030,T01,609,102.343395,-0.002688,96.115089,111.192707,-0.398292,0.703797,48.912157,2.446065,1.615051,0.021769,PASS
S00405,L0020,T03,405,100.823237,0.05902,95.711479,110.687663,-0.395857,0.574402,52.293215,2.925743,1.211798,0.026718,PASS
S00642,L0032,T01,642,100.327103,-0.026882,96.712671,106.636216,0.529186,-0.235518,49.216789,2.550351,3.440598,0.062541,PASS
S00787,L0039,T01,787,101.890626,0.12398,91.356476,112.064256,0.828134,0.863536,51.291599,5.179026,1.984625,0.241892,FAIL
S00119,L0005,T02,119,100.653422,0.027117,90.485201,104.559905,0.270942,,52.485591,2.67801,7.033241,0.350576,FAIL
S00679,L0033,T03,679,99.615917,0.023903,101.052895,107.428636,0.889511,-0.932614,51.446378,3.04989,2.705778,0.065258,PASS
S00305,L0015,T03,305,103.061855,0.034133,93.663051,111.677579,0.105437,0.875754,54.647465,3.144772,1.935396,0.047415,FAIL
S00417,L0020,T01,417,104.970413,0.011763,93.053384,108.382438,0.406467,-0.514289,50.843145,2.004736,1.818182,0.016452,PASS
S00208,L0010,T01,208,100.706048,0.027884,103.494511,108.695904,0.128203,-0.646712,48.182404,2.723329,1.357615,0.02419,PASS
S00477,L0023,T01,477,100.154673,0.068503,100.127112,108.773659,-0.006963,0.911647,50.287669,3.502489,1.592488,0.053815,FAIL
S00438,L0021,T01,438,94.469944,0.043964,91.282292,109.098398,-0.118014,-0.919586,49.477543,2.857905,1.60683,0.031095,PASS
S00705,L0035,T01,705,100.40147,-0.157539,91.376095,107.21502,0.623023,-0.293447,50.019632,4.377004,2.983051,0.211648,FAIL
S00636,L0031,T01,636,95.922883,-0.007331,95.04048,,0.063416,-0.994102,49.969926,1.913238,1.265231,0.011237,PASS
S00633,L0031,T03,633,94.939052,-0.017977,93.352697,111.322733,-0.601704,0.642714,51.085676,2.466088,1.564057,0.021556,PASS
S00793,L0039,T03,793,92.155591,0.161099,85.754079,105.927627,0.086674,-0.573435,51.918997,4.648719,5.052945,0.516985,FAIL
S00543,L0027,T01,543,95.994943,-0.001821,101.127287,109.943906,0.726781,-0.092211,47.093887,2.007584,1.496317,0.013854,PASS
S00203,L0010,T03,203,94.664024,-0.021365,100.147554,109.70188,-0.607438,-0.745569,48.940558,2.376001,1.212215,0.016466,PASS
S00093,L0004,T01,93,103.038354,-0.060925,90.516296,109.29943,0.544746,-0.350162,49.897902,2.929473,1.399047,0.029627,PASS
S00621,L0031,T01,621,101.634459,-0.006384,98.885661,113.007577,0.087189,0.317606,48.157296,1.705505,3.282194,0.027792,PASS
S00578,L0028,T01,578,100.527001,0.0189,92.299669,107.037004,-0.485982,-0.167381,47.970563,2.32849,2.688505,0.034868,PASS
S00673,L0033,T01,673,99.027726,-0.101502,94.407943,109.130868,0.584683,-0.931996,48.827954,4.305526,1.370258,0.093945,FAIL
S00259,L0012,T01,259,102.754183,0.054039,99.550232,113.48826,0.980212,0.481879,49.875959,3.309992,3.926515,0.147239,FAIL
S00467,L0023,T01,467,96.433696,0.079092,95.272602,109.109778,-0.461114,0.84608,50.038953,4.023018,1.627187,0.084762,FAIL
S00493,L0024,T01,493,95.166419,-0.09265,97.692733,108.613127,0.159323,-0.295507,45.725002,3.13226,1.578245,0.038868,FAIL
S00426,L0021,T03,426,104.759682,,93.803143,111.305181,-0.779531,-0.373804,54.141644,3.777209,1.734608,0.073001,FAIL
S00142,L0007,T01,142,111.069954,0.063174,96.938367,111.685761,-0.052684,-0.768455,52.750373,3.075925,1.88884,0.043613,FAIL
S00680,L0034,T02,680,,0.056643,98.489707,114.324471,0.117214,0.633553,49.193353,2.927847,5.128088,0.191625,PASS
S00351,L0017,T02,351,101.323012,0.064348,99.988765,109.854188,-0.717734,-0.396533,51.129733,3.426937,1.359404,0.044656,FAIL
S00552,L0027,T01,552,95.462665,-0.111536,97.8304,108.567275,-0.804314,0.601191,48.314748,4.409619,1.770647,0.124282,FAIL
S00092,L0004,T02,92,97.729055,0.060147,91.981247,110.314553,-0.300946,0.303119,50.055305,3.224809,1.364229,0.037603,FAIL
S00395,L0019,T02,395,90.363777,-0.030818,95.196661,112.231721,0.944684,-0.078395,46.845899,3.132273,2.515477,0.063421,FAIL
S00099,L0004,T03,99,92.046037,-0.155287,95.88391,111.819849,-0.390079,0.714413,51.01774,5.137145,2.179885,0.254903,FAIL
S00513,L0025,T02,513,96.949834,-0.02375,92.101695,110.763519,-0.61167,-0.92877,48.819031,3.130509,1.623448,0.039748,PASS
S00637,L0031,T02,637,103.509851,0.037389,104.662122,111.499653,-0.9797,0.270733,52.305168,2.864773,1.865095,0.035885,PASS
S00133,L0006,T02,133,97.822633,-0.026732,94.92001,108.068742,0.364392,0.593034,50.032328,2.258848,1.869733,0.021172,PASS
S00751,L0037,T02,751,93.89904,-0.006862,97.905726,112.05592,-0.84424,0.742531,49.638177,2.736205,2.46133,0.043995,PASS
S00251,L0012,T02,251,93.957907,0.057233,94.686765,112.103598,0.307303,-0.554583,50.201972,2.757926,2.465816,0.04493,PASS
S00101,L0005,T01,101,92.799098,-0.018669,96.066736,110.71642,-0.130418,-0.040149,47.114702,2.47228,1.425561,0.020117,PASS
S00451,L0022,T01,451,102.553214,0.067351,94.512273,108.790094,0.345348,-0.665855,51.365569,3.097057,1.369431,0.033749,PASS
S00211,L0010,T01,211,108.300322,-0.083767,99.396849,108.903826,-0.947881,-0.215995,50.945147,3.856356,1.618825,0.073514,FAIL
S00299,L0014,T01,299,101.966298,-0.015984,91.71226,108.41991,0.345453,-0.6061,49.72094,2.302349,1.910587,0.022487,PASS
S00402,L0020,T01,402,99.762075,-0.070888,97.363969,112.033399,-0.266457,0.184474,49.994943,2.474001,1.998947,0.027412,PASS
S00266,L0013,T01,266,102.340441,-0.000851,89.840784,106.321833,-0.526464,-0.29875,51.165146,1.89321,4.140141,0.051464,PASS
S00772,L0038,T03,772,100.136963,0.096476,98.25465,109.420142,-0.182379,0.032131,51.982264,3.102851,1.06274,0.028806,PASS
S00794,L0039,T01,794,96.004215,0.041639,98.435462,110.430216,-0.296159,0.193376,48.243012,2.296615,1.424367,0.017214,PASS
S00149,L0007,T02,149,96.946497,0.116421,104.957509,114.088682,0.153422,0.895831,50.474753,4.60948,4.457587,0.42683,FAIL
S00617,L0030,T02,617,89.49696,0.074231,94.868517,109.174128,-0.549686,0.48714,48.297654,3.390665,1.69454,0.051593,FAIL
S00763,L0038,T01,763,103.087008,-0.033305,95.126831,107.330504,-0.706527,-0.776659,50.499723,2.883584,2.609127,0.053924,PASS
S00111,L0005,T01,111,107.840319,-0.053608,96.368766,106.407979,0.001692,-0.602709,51.977619,2.497528,4.17543,0.087007,PASS
S00563,L0028,T01,563,99.275132,0.015992,90.115064,110.616386,0.288576,-0.258091,49.004825,1.639881,1.322,0.009085,PASS
S00089,L0004,T01,89,103.080333,0.066191,86.557555,111.392006,0.967245,-0.913966,51.466196,4.667383,1.579663,0.13877,FAIL
S00503,L0025,T02,503,102.86804,0.080014,93.881753,109.710376,0.171744,0.08117,51.611328,3.214994,1.406451,0.038127,FAIL
S00383,L0019,T01,383,102.779335,0.030252,98.993377,108.667572,0.883602,-0.057837,48.778161,2.928829,1.40361,0.029682,PASS
S00028,L0001,T01,28,102.476815,0.090554,95.323532,110.295147,0.161264,0.208826,49.817699,3.382971,1.241044,0.040397,FAIL
S00790,L0039,T01,790,95.659702,0.054776,98.561353,113.332444,-0.593315,0.217557,48.75222,2.911743,3.595002,0.091357,PASS
S00094,L0004,T01,94,92.125793,0.052917,103.433362,109.330516,0.087968,-0.857404,44.750307,3.276486,1.450436,0.041153,FAIL
S00303,L0015,T01,303,94.637976,-0.082665,87.719827,112.610728,-0.8031,0.077357,48.682752,3.646711,2.489692,0.0959,FAIL
S00281,L0014,T03,281,106.796374,0.004693,94.458662,109.761463,-0.689315,-0.355278,55.393578,1.686513,1.016625,0.008018,FAIL
S00454,L0022,T01,454,94.104049,0.056992,93.663103,111.752212,0.528443,-0.755326,47.524224,3.547979,2.058217,0.071108,FAIL
S00201,L0010,T03,201,107.486753,0.003163,94.479533,106.171926,0.906595,0.694391,55.501009,2.455559,4.131175,0.082198,FAIL
S00612,L0030,T01,612,102.320891,0.033181,93.108397,110.307876,0.638997,-0.50152,49.206821,2.872823,1.435736,0.028754,PASS
S00298,L0014,T01,298,103.515517,0.052271,97.699044,109.625863,0.364967,0.005985,49.827851,2.660486,1.180149,0.020806,PASS
S00080,L0004,T03,80,105.964587,-0.048609,94.660103,111.753852,0.632273,-0.891922,55.597357,2.872904,1.676219,0.032689,FAIL
S00774,L0038,T01,774,101.927356,0.030812,100.566979,108.260786,0.940729,-0.580415,50.711137,3.343455,1.956726,0.056803,FAIL
S00344,L0017,T02,344,105.991244,0.114715,97.059073,113.546514,-0.555421,-0.232792,52.028538,3.698893,3.711482,0.178773,FAIL
S00759,L0037,T01,759,103.602758,0.058626,94.34278,,-0.936466,-0.562029,51.563652,3.471089,2.242868,0.073275,FAIL
S00063,L0003,T01,63,103.772614,-0.002449,94.236477,110.975886,-0.739786,0.159974,51.098186,1.932583,1.653716,0.014117,PASS
S00659,L0032,T01,659,90.864456,-0.060135,98.122725,109.658862,-5.07208,-0.415905,45.263619,3.469598,1.468907,0.049057,FAIL
S00257,L0012,T02,257,97.72553,0.034102,,108.750128,-0.663018,-0.867881,51.196883,2.865262,1.584602,0.030926,PASS
S00022,L0001,T03,22,99.466046,0.005528,96.826077,107.913648,0.368371,0.398902,51.475179,1.989016,2.225687,0.020218,PASS
S00373,L0018,T01,373,100.014304,0.059773,95.367568,110.868582,-0.581526,0.254994,49.242988,2.874056,1.267757,0.026312,PASS
S00773,L0038,T02,773,94.445595,-0.037061,99.232061,111.624972,-0.740048,-0.196115,47.848172,3.176408,1.912314,0.048133,PASS
S00521,L0026,T01,521,104.096579,-0.060338,94.64922,105.699035,0.917102,0.814488,51.498716,4.299318,5.128838,0.44899,FAIL
S00155,L0007,T03,155,97.449931,0.150308,94.424062,109.152993,0.869491,-0.779051,53.620868,5.246611,1.420865,0.199157,FAIL
S00706,L0035,T01,706,101.022171,0.087708,94.040964,110.862443,-0.189455,0.102993,49.10531,3.534246,1.697013,0.058369,FAIL
S00527,L0026,T02,527,91.651855,0.176664,95.00711,113.326152,0.49349,0.93923,49.327401,6.200911,3.674629,0.669708,FAIL
S00168,L0008,T01,168,99.41458,-0.01594,89.049386,111.389297,-0.608727,0.599686,50.159031,2.714173,1.725659,0.029223,PASS
S00016,L0000,T01,16,101.853666,-0.088846,96.068035,108.271508,-0.711933,-0.912388,50.254011,4.477372,2.095309,0.152782,FAIL
S00796,L0039,T01,796,94.239524,0.06036,96.42524,114.571842,-0.469103,0.910816,46.976746,3.187946,5.132599,0.230956,FAIL
S00711,L0035,T01,711,101.154382,0.036212,94.882816,108.501329,0.820609,-0.866081,50.367727,3.51587,1.588114,0.054308,FAIL
S00476,L0023,T03,476,99.089083,-0.011332,101.576629,109.553246,-0.920551,0.93818,51.528127,3.24407,1.349246,0.037933,FAIL
S00731,L0036,T02,731,103.449973,0.047902,95.691062,110.283405,0.626421,-0.625125,52.5755,3.428239,1.302825,0.043396,FAIL
S00498,L0024,T01,498,101.164916,-0.071833,90.9979,113.148536,0.845303,-0.052232,48.543268,3.597031,3.148312,0.127183,FAIL
S00703,L0035,T03,703,92.869861,-0.079472,98.243434,110.311376,-0.926742,0.199528,50.567459,3.754622,1.721085,0.071144,FAIL
S00483,L0024,T03,483,100.796204,0.010631,92.118521,106.767393,-0.422197,-0.249057,53.214032,2.267088,3.619198,0.053959,FAIL
S00245,L0012,T02,245,104.254044,0.264283,92.504116,106.983864,-0.919212,0.734621,55.009123,7.426932,3.458588,0.844416,FAIL
S00189,L0009,T01,189,97.15083,0.010663,96.720764,112.462379,-0.948129,-0.907597,49.304362,3.201508,2.584442,0.069642,FAIL
S00234,L0011,T01,234,102.255614,-0.135761,94.992955,107.676633,-0.949559,0.58863,50.464233,4.927607,2.023316,0.206307,FAIL
S00410,L0020,T01,410,98.501567,0.038816,90.222201,110.662782,-0.602566,-0.897423,49.406649,3.369955,1.391251,0.043237,FAIL
S00781,L0039,T01,781,99.181214,0.06696,97.955428,110.696113,-0.684533,0.775535,48.75283,3.403081,1.27396,0.041824,FAIL
S00017,L0000,T02,17,97.958411,0.081582,94.295859,109.824571,-0.384902,-0.850949,51.269055,3.734184,1.441548,0.060575,FAIL
S00382,L0019,T02,382,99.642352,0.053424,97.376347,110.624185,0.959921,0.607142,52.409044,4.034586,1.207464,0.069153,FAIL
S00683,L0034,T01,683,104.287343,0.035483,97.762306,384.417058,0.361728,-0.797321,50.14517,2.70494,1.83538,0.030736,PASS
S00166,L0008,T02,166,103.070325,0.097543,97.667564,114.175983,0.668988,-0.773039,52.643694,4.523466,5.076744,0.492083,FAIL
S00713,L0035,T02,713,97.325128,-0.110028,92.667585,109.050785,0.486786,0.112445,49.601252,3.633449,1.466057,0.056329,FAIL
S00639,L0031,T01,639,112.379009,0.027628,96.254727,110.691897,0.028312,0.171359,52.049784,2.116803,1.803837,0.018026,PASS
S00127,L0006,T01,127,93.725564,0.093392,96.901725,109.245391,,0.672257,47.406668,3.703168,1.326975,0.055603,FAIL
S00485,L0024,T01,485,94.458836,0.069423,99.177696,108.960758,0.359211,0.120718,47.330149,3.345456,1.72178,0.050349,FAIL
S00115,L0005,T01,115,87.915186,0.127632,96.994827,115.156059,-0.854349,0.969944,46.743757,5.058141,7.299805,0.841872,FAIL
S00105,L0005,T01,105,101.989612,0.093055,89.626338,112.503009,-0.795045,-0.623932,51.970554,4.278393,2.7369,0.176659,FAIL
S00660,L0033,T01,660,99.329966,0.042239,94.903789,108.087356,-0.732336,0.525809,48.737607,3.096467,1.917317,0.04506,PASS
S00310,L0015,T03,310,99.009052,0.120186,92.94924,109.70882,0.829472,0.540303,53.046494,4.476212,1.247804,0.10155,FAIL
S00035,L0001,T01,35,101.591066,-0.00035,93.255885,108.686026,0.418892,0.261485,49.77678,1.679724,1.462796,0.010164,PASS
S00218,L0010,T01,218,103.175368,-0.039644,103.1028,111.500477,-0.857277,-0.354749,51.659039,3.135358,1.699302,0.041544,PASS
S00008,L0000,T01,8,96.471832,0.166087,94.67936,108.771533,-0.350766,0.058841,48.688958,4.674642,1.619227,0.142186,FAIL
S00318,L0015,T01,318,105.172106,0.003763,92.399626,109.116076,0.729328,-0.759913,50.959864,2.585067,1.513718,0.023296,PASS
S00081,L0004,T01,81,98.837563,0.012498,100.752426,110.506558,0.954155,0.868388,48.982613,2.961457,1.255726,0.028222,PASS
S00599,L0029,T01,599,93.221083,0.042749,93.034197,110.965619,-0.786356,0.723053,48.55731,2.932674,1.716697,0.035182,PASS
S00670,L0033,T02,670,10.368985,0.026371,90.543804,111.762112,-0.263831,0.50812,51.616391,2.175164,1.854144,0.019501,PASS
S00275,L0013,T01,275,96.843062,0.203632,91.659248,110.043691,0.159362,-0.736643,50.73173,5.968486,1.3,0.30824,FAIL
S00668,L0033,T01,668,104.724662,-0.08558,85.589054,112.596337,-0.548442,0.010314,53.017769,3.141991,2.748151,0.072043,FAIL
S00213,L0010,T02,213,103.415002,0.061004,104.092409,111.880879,0.347413,0.908692,53.152217,3.604498,1.957283,0.070801,FAIL
S00000,L0000,T01,0,98.911001,-0.02681,,107.666631,-0.452427,,48.628382,2.103875,2.252276,0.022693,PASS
S00746,L0037,T01,746,106.536598,-0.08321,92.353737,110.029793,0.325798,0.239503,52.11184,3.514257,1.03404,0.033432,FAIL
S00540,L0027,T02,540,103.101848,0.049444,96.801757,109.206145,0.787334,0.32825,51.944834,3.029271,1.329785,0.031151,PASS
S00635,L0031,T01,635,96.847765,0.016604,98.732108,111.446604,0.31965,-0.78639,46.735202,2.562622,2.109657,0.031422,FAIL
S00526,L0026,T03,526,101.530037,-0.062922,89.623348,113.236184,0.856599,0.439573,54.034489,3.368031,3.483787,0.124806,FAIL
S00129,L0006,T01,129,96.56246,-0.142485,94.06267,,-0.73963,-0.427784,48.595779,3.279518,2.322772,0.181919,FAIL
S00480,L0024,T03,480,95.867894,-0.057016,93.306115,110.894519,-0.71902,0.3787,51.235002,3.624144,1.224502,0.049276,FAIL
S00286,L0014,T01,286,97.244903,0.038685,92.719967,115.979926,-0.419354,0.470091,49.084775,3.065472,8.654386,0.651091,FAIL
S00797,L0039,T02,797,99.516761,-0.096155,101.37405,112.322969,-0.669687,-0.766416,50.784766,4.094664,2.393224,0.130843,FAIL
S00067,L0003,T02,67,92.794609,-0.007607,93.825697,112.608152,-0.056073,-0.578815,48.253031,1.943154,2.72568,0.025406,PASS
S00357,L0017,T01,357,103.030112,0.015029,100.40904,111.33363,0.190627,-0.165081,48.606254,2.512902,1.903222,0.026946,PASS
S00348,L0017,T01,348,95.869652,0.039965,90.603819,108.256099,-0.409681,-0.529721,49.145142,3.003529,2.076148,0.04522,PASS
S00163,L0008,T01,163,104.104674,-0.056936,93.240024,114.572608,0.865183,-0.694932,51.734223,3.665456,5.239149,0.328593,FAIL
S00314,L0015,T01,314,98.487196,-0.094919,93.208436,115.655707,0.615399,-0.152672,48.556371,3.53202,7.848174,0.645728,FAIL
S00366,L0018,T01,366,,0.009007,99.884818,110.844892,0.084978,0.476888,50.215889,1.962671,1.538112,0.013618,PASS
S00240,L0012,T02,240,105.165606,0.042338,89.04681,109.170234,-0.13168,-0.383156,51.802436,2.789812,1.291814,0.024755,PASS
S00144,L0007,T01,144,98.361427,0.06384,98.265333,105.754636,-0.658167,-0.091564,48.423625,3.047732,4.896313,0.18861,PASS
S00390,L0019,T01,390,104.761252,-0.02891,94.062886,110.266426,-0.857924,-0.889846,51.830194,2.886257,1.296779,0.027011,PASS
S00120,L0006,T02,120,100.196263,-0.017809,92.55951,112.761918,-0.309807,0.739688,51.803309,2.081181,2.818914,0.030133,PASS
S00282,L0014,T01,282,100.711942,0.001372,94.109537,110.708424,0.956851,0.05261,49.76456,2.371643,1.600448,0.020228,PASS
