sample_id,lot_id,tool_id,sequence,dose,focus_nm,pr_thickness_nm,peb_temp_c,field_x,field_y,cd_nm,cdu_3sigma_nm,ler_nm,defect_probability,spec_pass
S00542,L0027,T01,542,98.738429,-0.100506,86.175001,112.227519,-0.271672,-0.211678,48.062633,3.597902,1.869251,0.067308,FAIL
S00102,L0005,T03,102,101.100543,0.000482,94.304762,105.320308,-0.72887,-0.682117,53.259176,2.762038,5.577291,0.207238,FAIL
S00787,L0039,T01,787,100.081932,-0.004873,96.225405,107.758085,0.385887,-0.619226,49.701402,2.054782,2.294988,0.022238,PASS
S00008,L0000,T01,8,106.837987,0.029466,95.08429,107.860206,-0.533803,-0.215344,52.250583,2.355178,2.73963,0.036666,PASS
S00243,L0012,T02,243,100.704575,-0.001184,101.512059,111.378832,0.607237,0.790442,52.082743,2.418402,1.719439,0.022472,PASS
S00462,L0023,T03,462,101.572139,0.062416,95.045138,111.226411,-0.274795,-0.096587,50.294787,2.801514,1.692145,0.03098,PASS
S00651,L0032,T03,651,91.222493,-0.021715,100.386114,113.521282,-0.915317,-0.274087,49.617768,2.454137,3.706811,0.066141,PASS
S00463,L0023,T01,463,101.350588,-0.075278,100.052961,114.488957,-0.501919,0.118936,51.268575,3.364192,5.693952,0.323977,FAIL
S00014,L0000,T01,14,97.342635,-0.048642,91.199807,112.324137,-0.902697,-0.156513,48.647491,2.967876,2.608328,0.057903,PASS
S00397,L0019,T02,397,101.350032,0.054364,92.235698,109.017353,-0.251753,-0.350338,50.853118,2.663513,1.535365,0.025249,PASS
S00130,L0006,T01,130,96.439623,0.037043,92.391958,111.140019,0.301343,-0.442086,48.500298,2.76333,1.798016,0.031704,PASS
S00152,L0007,T02,152,101.955102,-0.002861,95.598538,110.151626,0.477079,-0.425824,50.446881,2.025982,1.074115,0.011197,PASS
S00412,L0020,T02,412,98.641786,0.080144,91.286083,103.851635,-0.078897,-0.320962,50.768045,3.064303,8.830502,0.67253,FAIL
S00216,L0010,T02,216,103.270049,0.112723,95.296069,111.920822,-0.649913,-0.317086,52.237192,3.995926,1.828487,0.091704,FAIL
S00265,L0013,T02,265,99.984564,0.001946,91.19035,110.919406,0.683653,,51.459744,1.994221,1.464902,0.01346,PASS
S00068,L0003,T01,68,92.870722,-0.011476,88.32028,110.178455,0.299225,-0.831824,47.643613,1.983852,1.431077,0.013094,PASS
S00271,L0013,T01,271,100.144575,,92.890194,110.065082,0.702475,0.481437,52.656704,3.125075,1.157828,0.0309,PASS
S00052,L0002,T01,52,99.593185,-0.15457,93.707301,111.131313,-0.107037,-0.162865,50.136274,4.55808,1.593375,0.128267,FAIL
S00346,L0017,T03,346,95.417673,0.031108,96.843886,110.97219,-0.741017,0.545652,50.312363,2.734127,1.632898,0.0283,PASS
S00128,L0006,T01,128,109.514182,-0.007688,97.282971,109.09279,0.361043,-0.296784,52.37128,1.740824,1.771662,0.012694,PASS
S00576,L0028,T03,576,92.180178,-0.000528,88.068758,110.230897,-0.890745,0.150894,49.515204,2.676647,1.401831,0.023776,PASS
S00452,L0022,T01,452,95.667313,-0.04104,95.76077,110.012791,-0.317194,-0.852458,50.523925,2.85588,1.265724,0.025868,PASS
S00488,L0024,T01,488,96.799648,-0.197429,98.139943,109.371979,0.181675,-0.124904,48.198538,5.176862,1.344998,0.183012,FAIL
S00715,L0035,T02,715,93.155995,-0.076571,93.313954,109.673832,0.904939,-0.792528,51.927503,4.051613,1.510762,0.081838,FAIL
S00625,L0031,T03,625,98.975421,0.003866,86.336528,111.677518,0.02205,0.309773,49.517705,1.682907,1.890458,0.012861,PASS
S00581,L0029,T02,581,99.725759,-0.018805,91.498368,104.797465,-0.341258,,50.347815,2.085121,6.719608,0.210385,PASS
S00172,L0008,T01,172,102.491219,0.130025,91.55708,111.374828,0.914253,0.205883,52.477088,4.918107,1.918238,0.195655,FAIL
S00034,L0001,T02,34,93.554142,-0.003447,95.925194,109.488339,-0.936545,0.4439,50.925147,2.260226,1.704366,0.01939,PASS
S00204,L0010,T01,204,96.71384,0.14489,86.355306,113.59212,-0.912016,-0.671011,49.385496,5.419124,3.579704,0.487765,FAIL
S00331,L0016,T02,331,105.939993,-0.009087,100.10851,107.678309,0.815643,-0.662439,53.26705,2.727937,2.844666,0.053389,FAIL
S00262,L0013,T01,262,109.521039,0.048715,90.13089,112.405008,0.698708,-0.606652,54.277244,3.407226,2.888663,0.096239,FAIL
S00302,L0015,T02,302,,0.031519,89.061556,110.247574,0.490506,-0.656788,50.819512,3.063037,1.069133,0.027916,PASS
S00666,L0033,T01,666,96.097628,0.023313,94.2018,113.529006,0.043202,0.590503,48.155226,2.403435,4.00423,0.07381,PASS
S00517,L0025,T01,517,102.291435,-0.100041,91.395331,110.033815,-0.160878,0.29635,49.34136,3.453914,1.384245,0.046303,FAIL
S00756,L0037,T03,756,102.812423,0.029893,88.294256,107.286461,,0.245765,55.046133,2.735825,2.510668,0.045136,FAIL
S00518,L0025,T02,518,105.763147,-0.072435,93.806097,112.182103,0.933742,0.924692,55.182942,4.581734,2.347197,0.185355,FAIL
S00017,L0000,T01,17,93.577011,0.11577,,108.891637,-0.089996,0.281235,47.95978,3.67421,1.753514,0.067624,FAIL
S00098,L0004,T01,98,104.69386,0.044278,95.157957,108.079044,0.533453,0.319229,51.826815,2.471411,1.986056,0.027162,PASS
S00642,L0032,T03,642,97.984755,-0.020334,93.694131,109.434739,0.234577,0.16487,50.528984,1.947549,1.210931,0.011249,PASS
S00063,L0003,T01,63,98.356592,0.059697,92.420364,112.045058,-0.84761,0.039457,50.11614,3.608213,2.177017,0.07942,FAIL
S00154,L0007,T02,154,106.344627,-0.073744,98.556243,110.29254,0.295804,0.080388,52.069524,3.206799,1.370861,0.037151,FAIL
S00591,L0029,T01,591,100.920198,-0.060401,94.912786,,0.498011,0.703686,52.398518,3.472525,1.94741,0.063053,FAIL
S00060,L0003,T01,60,92.043342,0.06147,98.626797,112.644069,-0.118172,-0.281106,46.3603,2.873936,2.90874,0.062465,FAIL
S00029,L0001,T01,29,100.125393,-0.029622,101.039012,112.895753,0.890539,0.65653,52.424785,2.917116,3.232753,0.07645,PASS
S00535,L0026,T01,535,93.230187,-0.012413,99.272073,106.927436,0.986605,0.785064,49.736801,3.143248,3.540254,0.10727,PASS
S00096,L0004,T02,96,100.688828,-0.057571,92.911183,109.209164,-0.967037,0.209837,53.097712,3.36955,1.481746,0.045328,FAIL
S00070,L0003,T03,70,92.449084,-0.03029,87.798942,111.681391,-0.388841,0.405804,49.507854,2.467347,2.215501,0.030595,PASS
S00100,L0005,T02,100,90.47666,-0.020851,93.635563,109.080719,0.565743,0.605778,47.920884,2.606334,2.021727,0.031148,PASS
S00718,L0035,T01,718,91.64274,0.129472,97.848254,111.834388,0.374118,-0.584802,47.617391,3.621707,1.864034,0.068482,FAIL
S00738,L0036,T03,738,106.919272,-0.041545,102.359226,112.421802,0.909623,0.688147,55.50148,3.515713,2.477318,0.08562,FAIL
S00494,L0024,T01,494,101.187983,0.051606,93.743994,110.944194,-0.839311,0.785678,52.176926,3.188137,1.656478,0.042508,PASS
S00170,L0008,T03,170,94.082032,0.008332,99.195343,106.477679,-0.777473,0.637965,49.469601,2.69632,4.140084,0.100538,PASS
S00352,L0017,T01,352,91.430135,-0.003295,96.200891,108.005842,-0.095172,0.440596,45.707993,1.671704,2.533411,0.018038,FAIL
S00683,L0034,T02,683,102.122704,0.063855,87.450197,109.26028,-0.27377,-0.31585,52.235197,2.696799,1.66302,0.027835,PASS
S00127,L0006,T01,127,102.435268,-0.068329,87.071111,111.164431,-0.444459,-0.54473,51.582872,2.729351,1.236498,0.022787,PASS
S00501,L0025,T02,501,93.913208,-0.012378,94.261718,107.806744,-0.649766,,50.619796,2.038255,2.347912,0.02255,PASS
S00384,L0019,T02,384,99.33729,0.018145,100.815941,113.911316,-0.616869,0.041187,52.004255,2.273056,4.105518,0.069706,PASS
S00619,L0030,T01,619,103.060098,0.059478,97.463554,111.050865,-0.627403,-0.256081,50.959697,3.190053,1.364305,0.036489,PASS
S00198,L0009,T02,198,107.919696,0.025537,98.140875,110.580846,-0.174887,0.001047,51.904621,1.993692,1.563138,0.01419,PASS
S00710,L0035,T01,710,93.581177,-0.033734,92.747469,108.159818,0.358861,-0.932955,48.630073,2.710436,1.851536,0.031151,PASS
S00360,L0018,T01,360,100.485994,-0.011623,92.210267,108.157039,0.738076,-0.014252,50.097164,2.000385,2.090967,0.018991,PASS
S00045,L0002,T01,45,107.547555,-0.096525,95.605955,110.19636,-0.926364,0.747908,53.585279,5.030295,1.486808,0.175088,FAIL
S00184,L0009,T03,184,99.296601,-0.021084,92.684522,111.734153,-0.653615,0.313847,50.559129,2.837109,2.179102,0.041364,PASS
S00613,L0030,T01,613,85.705573,-0.018281,93.84182,110.792328,-0.364617,-0.870705,46.32115,3.111421,1.705394,0.040826,FAIL
S00434,L0021,T02,434,96.173016,-0.164133,97.714488,111.943146,-0.0806,0.642174,49.089042,4.680595,1.981141,0.168985,FAIL
S00760,L0038,T03,760,96.709953,0.036373,90.002186,108.506528,-0.703202,,52.591579,3.031184,1.622424,0.036453,PASS
S00578,L0028,T01,578,101.628038,-0.145875,91.851871,108.835904,0.151577,0.89327,51.886033,4.920101,1.489363,0.161412,FAIL
S00735,L0036,T01,735,106.594895,-0.001685,100.102743,109.952761,0.663365,-0.449775,52.845473,2.231829,1.756843,0.019453,PASS
S00788,L0039,T02,788,99.339675,-0.02476,98.047359,110.730193,0.639632,-0.935475,52.44847,3.629335,1.247138,0.050084,FAIL
S00388,L0019,T03,388,96.340665,-0.031226,96.673905,104.734421,0.424493,0.885215,51.92932,2.779067,6.876148,0.351613,FAIL
S00451,L0022,T01,451,100.983348,-0.000828,92.658796,111.126627,-0.514887,-0.048516,51.294258,1.692788,1.57946,0.010957,PASS
S00486,L0024,T01,486,97.739115,0.028576,100.743315,108.831641,-0.755916,-0.891219,50.845305,3.537521,1.457878,0.051691,FAIL
S00643,L0032,T01,643,102.267771,-0.090748,98.405845,111.474545,-0.938309,-0.799943,53.959748,4.712173,1.80454,0.159554,FAIL
S00744,L0037,T01,744,98.408266,0.093264,97.549692,110.290128,-0.523163,0.782362,49.590258,4.16577,1.234665,0.078223,FAIL
S00114,L0005,T01,114,92.157791,-0.050588,94.528137,111.198273,-0.414702,0.876025,48.614479,3.004157,1.674367,0.036602,PASS
S00536,L0026,T02,536,105.855208,-0.017816,95.035204,108.224598,-0.962686,0.79382,54.111997,3.370882,1.697033,0.050794,FAIL
S00633,L0031,T01,633,100.893595,0.005208,95.679723,111.866494,0.094559,0.917843,50.135864,2.150129,1.961066,0.020207,PASS
S00648,L0032,T02,648,106.464024,-0.134462,99.745519,111.371435,0.31895,0.074799,51.075471,4.430852,1.600238,0.116387,FAIL
S00567,L0028,T03,567,98.682188,0.073561,95.376181,112.474168,0.872034,-0.60581,54.654066,3.908858,2.449918,0.116133,FAIL
S00121,L0006,T03,121,99.150083,-0.087678,106.541246,107.246431,0.525625,-0.291448,48.102791,3.552312,2.86545,0.106984,FAIL
S00592,L0029,T01,592,103.586592,-0.077529,99.75256,105.853798,0.284849,-0.397548,50.971017,3.315511,4.920457,0.230624,FAIL
S00125,L0006,T01,125,94.374029,0.08277,88.243488,111.531695,-0.295226,-0.158604,47.592999,3.162823,1.948923,0.048496,PASS
S00500,L0025,T01,500,101.736159,0.014247,97.376028,108.532899,-0.380742,0.242848,49.214755,2.146951,1.841588,0.018893,PASS
S00580,L0029,T02,580,110.700548,0.003319,94.52605,110.76183,0.7191,0.352938,54.875469,2.03216,1.974425,0.018341,FAIL
S00701,L0035,T01,701,95.945382,0.038367,87.55809,108.174117,0.937004,0.126263,51.576627,3.447539,1.963302,0.062246,FAIL
S00572,L0028,T01,572,105.983439,-0.046269,91.737414,112.163745,0.907575,-0.585483,54.166961,3.480979,2.352695,0.078122,FAIL
S00640,L0032,T01,640,110.040797,0.067456,102.487211,,0.836394,-0.834424,54.172499,4.102663,2.008636,0.109306,FAIL
S00743,L0037,T02,743,103.448192,0.049726,94.081975,110.394049,0.772986,-0.510827,53.652137,3.052145,1.200831,0.029667,FAIL
S00085,L0004,T01,85,88.30596,0.016252,91.772612,108.458142,0.712967,0.743738,48.345399,3.432314,2.336242,0.0744,FAIL
S00310,L0015,T03,310,94.095806,0.041855,102.115523,110.19297,-0.492748,0.471695,50.701978,3.049713,1.55209,0.035688,PASS
S00654,L0032,T01,654,91.926027,0.084726,92.427752,110.098911,-0.489716,0.040741,47.541007,3.540183,1.185038,0.044913,FAIL
S00503,L0025,T02,503,106.754337,-0.168263,95.472607,110.642203,0.375487,-0.668097,53.66459,5.499827,1.662832,0.262968,FAIL
S00267,L0013,T03,267,104.633033,-0.0996,95.253504,112.913676,0.25417,-0.901033,53.452722,4.097005,2.904553,0.166562,FAIL
S00234,L0011,T01,234,96.342225,-0.159841,91.475353,109.927232,0.979119,0.971728,53.382458,5.802895,1.151828,0.261364,FAIL
S00757,L0037,T01,757,98.768533,-0.08153,90.291132,111.513602,-0.865157,0.758544,51.547354,4.023627,1.342215,0.073406,FAIL
S00284,L0014,T01,284,101.497984,-0.08611,95.105365,112.334008,0.981672,0.105454,51.039442,3.658771,2.32007,0.088987,FAIL
S00432,L0021,T02,432,98.714789,-0.060418,95.821109,113.197299,-0.581456,-0.68245,50.385545,3.325049,3.057959,0.097918,FAIL
S00467,L0023,T01,467,95.461525,-0.133792,89.457251,110.318021,0.542753,0.721421,48.949966,4.68563,1.20216,0.117456,FAIL
S00006,L0000,T01,6,106.816961,0.035072,89.729919,107.012415,-0.18131,0.997238,53.682173,3.235293,3.355619,0.105491,FAIL
S00395,L0019,T01,395,95.437173,-0.112526,94.946297,111.279669,0.361166,0.918098,50.637941,4.81232,1.818144,0.173083,FAIL
S00381,L0019,T02,381,99.01469,0.043375,88.034055,108.898427,-0.850761,-0.388184,51.279352,3.765313,1.546637,0.065647,FAIL
S00687,L0034,T01,687,95.270839,-0.073363,99.834999,112.001364,0.062702,0.691751,49.707143,3.557546,2.471419,0.088352,FAIL
S00396,L0019,T01,396,94.922817,0.10349,87.642837,107.697061,0.639088,0.576864,49.951768,3.692174,2.121688,0.082783,FAIL
S00337,L0016,T03,337,98.095508,0.09873,93.171591,109.704391,0.549261,-0.270564,51.642321,3.927642,1.157371,0.061597,FAIL
S00672,L0033,T01,672,91.396537,-0.056814,103.539265,108.933313,0.658217,-0.486855,48.15956,2.707973,1.698984,0.028654,PASS
S00090,L0004,T03,90,99.205894,0.040751,101.705312,112.865315,-0.317415,0.626357,50.485209,2.898411,2.668515,0.056319,PASS
S00595,L0029,T01,595,93.228537,0.011394,96.510397,1120.47824,0.671621,-0.923689,50.290819,3.10457,2.385601,0.057932,PASS
S00187,L0009,T01,187,101.054304,-0.033558,95.675086,109.834058,0.590442,-0.65655,50.889053,2.931651,1.317553,0.028419,PASS
S00774,L0038,T01,774,114.474533,0.039546,,109.547092,0.404482,0.075227,53.692028,2.1944,1.679519,0.018052,FAIL
S00238,L0011,T02,238,95.591412,-0.021397,90.642194,109.946691,-0.586808,0.744622,51.122941,2.171693,1.477852,0.015865,PASS
S00083,L0004,T01,83,88.534198,-0.009108,101.38655,111.340377,-0.750406,-0.349795,47.236305,2.201511,1.892254,0.020374,PASS
S00072,L0003,T01,72,96.398245,0.147919,90.700022,114.905357,-0.579322,-0.444335,47.811563,4.876459,5.836041,0.668993,FAIL
S00369,L0018,T01,369,99.982743,-0.014318,96.153546,107.9142,0.68113,-0.255298,50.939677,1.418705,1.85317,0.009962,PASS
S00348,L0017,T01,348,103.210886,-0.001797,90.610777,108.166975,0.16837,-0.595696,52.228075,2.199853,2.192858,0.023915,PASS
S00722,L0036,T01,722,95.942782,0.018681,95.318074,107.663409,-0.634547,0.229769,48.207294,2.180141,2.288883,0.024747,PASS
S00512,L0025,T03,512,93.811004,-0.147043,96.631478,109.771992,-0.663594,-0.945277,49.625471,5.496088,1.443427,0.239643,FAIL
S00373,L0018,T03,373,110.699429,0.153996,91.928228,108.554974,0.101555,0.657821,56.018504,4.828941,2.089236,0.197836,FAIL
S00054,L0002,T01,54,96.626213,-0.050953,96.452551,106.386749,-0.221625,-0.35048,49.20657,2.858642,3.894714,0.101549,PASS
S00700,L0035,T01,700,109.412538,-0.018832,99.796392,109.328725,-0.305794,-0.5497,52.372184,2.138883,1.777986,0.018126,PASS
S00606,L0030,T03,606,97.968512,-0.075861,97.326047,107.551381,,0.766588,51.390861,3.20293,2.648347,0.07204,FAIL
S00185,L0009,T01,185,100.545574,-0.006691,94.105626,108.64858,-0.621844,-0.115733,52.366706,1.743837,1.726534,0.01242,PASS
S00664,L0033,T01,664,99.940614,-0.003271,92.364621,106.930122,0.246227,0.761635,51.836508,2.433816,3.294662,0.052525,PASS
S00521,L0026,T01,521,98.462449,0.073808,96.462425,111.129278,-0.467841,0.130807,50.125411,3.018399,1.729391,0.038152,PASS
S00137,L0006,T01,137,97.987971,-0.052348,92.013337,112.956903,-0.799083,0.954774,50.209081,3.220414,3.179722,0.095541,FAIL
S00286,L0014,T03,286,104.417976,0.180824,98.503163,110.260115,-0.125288,0.386583,52.995725,4.726437,1.652101,0.150262,FAIL
S00136,L0006,T03,136,,0.099969,91.970995,114.694877,-0.643302,-0.022115,49.831191,3.648437,6.013373,0.424567,FAIL
S00142,L0007,T01,142,102.612684,0.16321,100.719481,115.757476,0.793611,-0.008246,52.311301,4.781787,8.060862,0.863195,FAIL
S00314,L0015,T02,314,94.385872,-0.08787,96.55635,112.073231,0.674481,0.592009,49.576069,3.685527,2.258276,0.088187,FAIL
S00355,L0017,T01,355,93.768157,0.017834,89.141182,110.406117,-0.214937,-0.981482,49.931439,2.438754,1.232321,0.017596,PASS
S00784,L0039,T03,784,97.638496,-0.019841,94.302758,106.947391,-0.047736,0.100512,49.360119,1.473945,3.349601,0.023518,PASS
S00519,L0025,T01,519,95.344376,-0.102117,91.256709,111.092833,0.962547,-0.001887,50.050001,4.244198,1.536984,0.097099,FAIL
S00332,L0016,T01,332,97.761402,,94.975525,113.390272,-0.501993,-0.958752,50.477081,3.799174,3.523094,0.17682,FAIL
S00460,L0023,T03,460,107.012514,-0.015332,94.979417,108.579514,0.719252,-0.77513,55.464649,2.261035,1.689844,0.019253,FAIL
S00712,L0035,T02,712,89.045102,-0.052987,96.112038,110.712266,0.601381,-0.097895,46.740936,7.034855,1.697296,0.032042,FAIL
S00703,L0035,T02,703,102.677886,0.03014,97.998362,107.732186,0.813229,0.121904,49.528823,2.674263,2.663752,0.046393,PASS
S00726,L0036,T01,726,88.866312,0.058927,101.296237,113.750671,-0.255661,0.349097,48.086438,2.689616,4.618967,0.126318,PASS
S00537,L0026,T02,537,101.323927,0.035412,87.807175,109.43415,0.329614,-0.147881,51.475373,2.424163,1.129987,0.016435,PASS
S00771,L0038,T01,771,96.839093,-0.002895,95.893779,108.776235,0.157109,0.979583,50.107592,2.407119,1.576418,0.020602,PASS
S00636,L0031,T01,636,95.707847,-0.109135,96.169184,111.715375,0.03889,0.584132,48.523747,3.996009,1.965054,0.098162,FAIL
S00122,L0006,T01,122,102.086745,-0.021498,86.942688,109.478219,-0.284227,0.063412,50.471271,2.072375,1.398593,0.013917,PASS
S00036,L0001,T01,36,98.382031,-0.039982,99.265001,107.826295,0.829934,0.459273,49.984523,3.172844,2.345951,0.060134,PASS
S00200,L0010,T01,200,101.34822,0.01715,95.312751,106.985217,0.312789,0.963357,52.064003,2.952054,2.991784,0.069612,PASS
S00290,L0014,T03,290,96.104157,-0.05922,98.914817,108.821941,-0.676124,0.113025,49.073631,2.896913,3.81201,0.033943,PASS
S00661,L0033,T01,661,100.41902,0.026452,100.231355,108.558766,0.438774,-0.167477,48.925894,2.703464,1.896506,0.031713,PASS
S00224,L0011,T02,224,94.987527,-0.164048,98.984145,108.985958,0.841095,-0.605294,49.165827,5.789078,1.809462,0.334116,FAIL
S00623,L0031,T02,623,97.64982,-0.072728,102.297674,110.46089,-0.176953,0.139008,49.196483,2.98967,1.390692,0.031086,PASS
S00309,L0015,T01,309,103.230259,0.092774,94.046676,109.247796,-0.314012,-0.263932,49.803029,3.523342,1.560429,0.053873,FAIL
S00439,L0021,T01,439,97.347618,0.015009,94.843562,112.115798,0.149157,-0.422239,50.371782,2.230843,2.063134,0.022921,PASS
S00768,L0038,T03,768,93.335345,0.051072,101.395489,108.244115,-0.751624,0.333895,47.816618,2.539096,2.119463,0.030945,PASS
S00611,L0030,T01,611,106.304871,-0.070025,91.345264,,-0.087258,0.744738,50.75637,3.223966,3.599883,0.117793,FAIL
S00749,L0037,T01,749,91.720257,-0.069212,92.581747,110.160588,0.043558,0.048847,47.499021,2.568879,1.923612,0.028609,PASS
S00148,L0007,T01,148,106.413923,0.064533,94.882731,113.417223,-0.569766,-0.094645,49.968068,2.99404,3.432968,0.090115,PASS
S00253,L0012,T02,253,104.522582,-0.004289,84.073848,109.537474,0.937341,0.464991,54.71561,2.07561,1.345129,0.013558,FAIL
S00341,L0017,T03,341,,-0.062971,91.811286,107.948376,-0.607191,-0.299028,49.170004,3.23199,2.655509,0.074077,FAIL
S00362,L0018,T01,362,102.656907,-0.039479,93.747642,112.195404,-0.596297,-0.969729,53.458779,3.274597,2.329132,0.064959,FAIL
S00681,L0034,T01,681,102.712401,-0.016304,89.178099,109.675307,-0.888757,0.203554,52.843787,2.443356,1.337532,0.0187,PASS
S00279,L0013,T02,279,105.927585,0.147518,99.820731,114.121369,-0.250998,-0.357498,51.657951,4.242662,4.67444,0.376211,FAIL
S00046,L0002,T03,46,104.536898,0.068666,91.254159,110.97407,0.361188,-0.761091,54.289085,3.10492,1.640755,0.039235,FAIL
S00092,L0004,T01,92,103.596408,-0.119279,91.395316,110.952948,-0.585683,0.97356,53.751898,4.86783,1.443536,0.15187,FAIL
S00418,L0020,T01,418,94.127865,0.036794,94.619244,105.873608,-0.613264,-0.768779,49.76824,3.294274,4.982145,0.233264,FAIL
S00174,L0008,T01,174,101.529214,0.015997,94.215252,108.145716,0.990915,-0.244597,51.528153,2.527696,1.748156,0.025122,PASS
S00750,L0037,T01,750,100.675118,-0.052592,93.092171,106.589805,,,50.472758,2.806452,3.530593,0.081109,PASS
S00511,L0025,T01,511,103.947659,-0.038622,95.167785,107.520477,-0.820523,-0.196852,51.802402,2.898193,2.518938,0.052094,PASS
S00691,L0034,T03,691,98.513778,-0.007405,90.319407,110.481115,-0.920837,0.245141,52.091955,2.063197,1.409474,0.013886,PASS
S00345,L0017,T03,345,89.532801,-0.035393,97.023075,111.611235,-0.148069,-0.61561,47.732356,2.151347,1.930708,0.019901,PASS
S00042,L0002,T03,42,,-0.119238,99.270155,110.360029,0.864708,0.130958,51.941072,4.128027,1.445974,0.084363,FAIL
S00782,L0039,T02,782,95.23213,-0.030264,92.002703,113.521632,-0.68455,0.249329,49.115019,2.709806,3.994248,0.094547,PASS
S00758,L0037,T01,758,110.51602,0.033576,88.6844,111.43003,-0.67864,0.682219,54.687832,2.930664,2.179835,0.044852,FAIL
S00632,L0031,T01,632,96.374095,0.054285,96.842097,111.610286,0.572768,-0.977688,50.479657,3.626703,1.989757,0.073332,FAIL
S00059,L0002,T01,59,93.781551,0.143054,96.230921,109.901358,0.212918,0.098423,46.122116,3.921202,1.330977,0.066989,FAIL
S00520,L0026,T01,520,106.137631,-0.17625,92.466717,107.185818,-0.210913,0.10069,52.033281,5.139798,3.013738,0.351688,FAIL
S00409,L0020,T03,409,96.969983,0.070742,95.249165,111.219907,-0.259764,0.61139,49.883425,3.13958,1.71927,0.042137,PASS
S00796,L0039,T03,796,98.423351,-0.026359,95.827835,110.944493,-0.87968,0.200872,51.808922,2.884915,1.338463,0.027587,PASS
S00622,L0031,T01,622,106.458094,0.075716,,111.525659,-0.460557,0.513653,53.584589,3.879124,1.97741,0.089789,FAIL
S00111,L0005,T01,111,92.976899,-0.048822,101.088264,109.157295,-0.315295,-0.499347,47.419523,3.059227,1.54305,0.035811,PASS
S00361,L0018,T02,361,106.498293,-0.062966,90.640026,110.572438,-0.233335,-0.028307,52.898738,2.713056,1.425705,0.024865,PASS
S00194,L0009,T01,194,98.811583,-0.084024,98.867344,111.702282,0.468659,0.239318,50.170199,3.710398,1.662243,0.066521,FAIL
S00131,L0006,T01,131,104.612678,0.010856,95.733968,107.493288,-0.560169,0.23085,52.207905,2.395795,2.463001,0.032795,PASS
S00769,L0038,T02,769,98.281518,0.046814,97.629584,111.620302,0.461423,0.522236,49.749858,2.613959,1.745669,0.027059,PASS
S00562,L0028,T01,562,107.42851,-0.005462,94.189051,108.024614,-0.771974,-0.613709,52.740916,2.889725,2.077089,0.041018,PASS
S00266,L0013,T02,266,104.992266,0.0141,,112.363556,-0.822746,0.267562,52.825028,2.63585,1.940997,0.030615,PASS
S00400,L0020,T01,400,108.702128,-0.114052,102.643232,107.611795,-0.313696,-0.706248,51.514083,4.152659,2.646541,0.154203,FAIL
S00001,L0000,T01,1,99.668004,-0.020436,95.692185,112.590247,-0.746219,0.065543,51.532499,2.441676,2.545008,0.035649,PASS
S00074,L0003,T01,74,97.730668,0.146153,91.770135,111.800547,-0.921703,-0.250571,49.579419,5.085639,1.73318,0.203481,FAIL
S00012,L0000,T01,12,97.306472,-0.11115,101.745554,112.013235,0.031933,0.42463,50.613237,3.909572,2.164631,0.101029,FAIL
S00665,L0033,T02,665,105.751885,0.064579,95.61263,105.77141,0.877282,0.234274,54.201057,3.825224,5.204543,0.356681,FAIL
S00776,L0038,T01,776,100.756541,-0.140392,95.205626,109.820093,0.269119,-0.084763,48.051951,4.138526,1.113765,0.071907,FAIL
S00367,L0018,T01,367,101.04442,0.027548,96.175797,111.460797,-0.805024,0.479149,50.382409,2.827721,1.688372,0.031632,PASS
S00766,L0038,T03,766,91.978458,0.089429,101.770059,107.683911,-0.133091,0.014452,46.746065,3.115683,2.595958,0.065186,FAIL
S00281,L0014,T01,281,97.239183,-0.147272,97.71283,109.595901,-0.373859,-0.675616,49.96772,4.748304,1.540348,0.145004,FAIL
S00347,L0017,T03,347,100.865647,-0.032871,96.689717,109.41802,-0.779268,-0.300189,50.808295,2.137244,1.025419,0.012039,PASS
S00192,L0009,T01,192,96.408315,0.176349,89.255772,106.943862,-0.972178,-0.898108,53.58501,6.335278,3.112368,0.626809,FAIL
S00003,L0000,T01,3,95.182386,-0.064916,92.939266,109.95935,-0.669481,-0.283275,50.225204,2.92767,1.055726,0.024616,PASS
S00144,L0007,T01,144,93.109271,0.017977,99.825574,112.666884,0.901334,-0.953764,50.43732,3.554785,2.756965,0.101619,FAIL
S00677,L0033,T02,677,95.845768,-0.015139,99.164747,112.77109,0.026427,0.96619,51.631851,2.509903,2.701995,0.041092,PASS
S00340,L0017,T01,340,89.103817,-0.001021,97.210228,111.557137,0.489506,-0.754779,49.118894,2.945152,1.861476,0.0384,PASS
S00473,L0023,T01,473,102.294844,0.094382,90.015277,110.626112,0.792898,0.137485,51.259182,3.983137,1.58788,0.080406,FAIL
S00731,L0036,T02,731,100.196568,-0.038016,87.264501,111.507968,-0.799979,-0.363143,51.658843,2.848625,1.781682,0.033852,PASS
S00343,L0017,T01,343,100.47428,0.032305,,109.218116,-0.741322,0.401866,50.457734,2.813206,1.227588,0.024413,PASS
S00293,L0014,T01,293,,0.019699,97.209656,111.309611,0.201252,-0.619075,49.037204,1.969598,1.457811,0.013118,PASS
S00118,L0005,T01,118,104.654833,-0.033814,97.768949,110.799863,0.898961,-0.754109,52.829044,3.085282,1.618829,0.03813,PASS
S00324,L0016,T01,324,103.613663,0.070765,95.160598,106.789625,-0.013841,-0.351665,52.055269,2.546198,3.045479,0.050767,PASS
